Date,Open,High,Low,Close,Volume
2016-10-26,209.326,212.073,208.539,208.539,8929132.1609553
2016-10-27,208.937,209.724,206.369,206.967,10874034.443115
2016-10-28,206.967,207.166,201.662,204.409,18196210.280754
2016-10-31,205.394,205.394,202.249,202.249,12306159.363141
2016-11-01,204.22,205.991,203.632,203.632,15289763.91454
2016-11-02,201.462,202.836,199.9,200.865,14113901.585338
2016-11-03,198.914,199.9,197.332,198.516,17770086.552952
2016-11-04,196.357,198.715,196.058,196.556,17321757.881589
2016-11-07,195.56,203.234,195.56,200.676,16367788.254324
2016-11-08,202.249,203.632,200.865,202.05,12573364.175601
2016-11-09,203.234,203.234,196.058,198.914,34243977.484524
2016-11-10,202.836,205.792,202.448,204.608,19310570.713424
2016-11-11,199.502,200.288,196.556,196.556,46146276.336207
2016-11-14,192.425,192.624,188.892,189.28,51215064.842308
2016-11-15,186.712,190.653,186.423,189.867,31228346.011903
2016-11-16,192.624,196.058,192.126,193.51,27474191.438764
2016-11-17,191.639,194.286,190.056,191.44,27748307.603957
2016-11-18,191.728,194.087,190.454,192.027,17394350.695815
2016-11-21,191.728,192.226,188.693,190.255,15416409.756395
2016-11-22,192.525,192.923,190.753,192.425,13236266.286703
2016-11-23,192.823,192.923,190.156,190.942,15901599.980374
2016-11-24,190.156,190.753,188.394,188.892,15729467.209654
2016-11-25,189.867,190.454,188.792,189.668,7954598.2703165
2016-11-28,189.668,193.41,189.668,191.927,16844088.865135
2016-11-29,193.59,194.386,189.668,189.668,20090226.359504
2016-11-30,189.568,191.141,188.792,190.355,18208303.892158
2016-12-01,191.639,192.027,189.967,191.141,15736485.060918
2016-12-02,187.707,188.195,186.324,187.707,32210539.759097
2016-12-05,186.712,189.28,185.936,186.712,15142470.418951
2016-12-06,188.593,189.091,186.324,186.612,11021387.216187
2016-12-07,187.409,188.095,186.324,186.911,10131169.01573
2016-12-08,189.469,190.056,186.811,187.608,16057976.996833
2016-12-09,185.746,187.11,183.178,184.96,23395298.733943
2016-12-12,186.612,186.612,181.218,181.904,22346851.849184
2016-12-13,183.776,183.776,181.616,183.079,16678173.197295
2016-12-14,184.761,186.234,183.577,183.577,18854155.186682
2016-12-15,182.203,182.979,179.645,180.82,24223322.797423
2016-12-16,179.157,181.417,179.157,180.73,22158203.768646
2016-12-19,179.058,179.944,179.058,179.058,11124727.964569
2016-12-20,178.859,180.541,177.475,178.57,13068551.195582
2016-12-21,178.57,180.342,178.57,179.058,11517925.561859
2016-12-22,180.143,180.64,178.073,178.371,15295220.457161
2016-12-23,177.873,177.873,176.51,176.599,16647969.812228
2016-12-28,177.873,182.104,177.177,180.441,18541226.335422
2016-12-29,179.844,186.135,179.844,184.373,22508370.936189
2016-12-30,186.712,187.508,185.746,186.423,13820869.874584
2017-01-03,184.761,187.807,184.761,186.135,9806438.9216718
2017-01-04,187.11,187.21,184.861,185.746,11611797.988078
2017-01-05,187.707,190.852,187.409,189.967,20903600.846853
2017-01-06,192.823,193.41,191.34,191.728,20430188.7575
2017-01-09,193.311,193.51,191.828,192.226,13844093.587106
